COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
0,69436,0,15,475559,285,0,12,75,3,3,1
0,67653,0,15,475559,285,0,12,75,3,3,1
0,27966,71,27,563902,244,3,2,0,4,0,0
0,27249,71,27,563902,244,3,2,0,4,0,0
0,49882,165,51,550740,178,11,2,0,2,0,0
0,48601,165,51,550740,178,11,2,0,2,0,0
1,83649,211,5,937482,261,5,6,100,4,0,1
1,81502,211,5,937482,261,5,6,100,4,0,1
0,79441,42,85,289735,283,3,2,100,1,1,1
0,77402,42,85,289735,283,3,2,100,1,1,1
0,40129,74,0,521323,144,5,15,100,1,3,0
0,39100,74,0,521323,144,5,15,100,1,3,0
1,100902,43,20,679555,391,4,4,0,1,0,1
1,98313,43,20,679555,391,4,4,0,1,0,1
0,89122,189,0,576729,324,12,8,0,1,0,1
0,86835,189,0,576729,324,12,8,0,1,0,1
0,53060,57,8,507723,391,3,5,0,1,1,1
0,51699,57,8,507723,391,3,5,0,1,1,1
1,83939,187,8,349023,300,12,4,25,1,0,0
1,81784,187,8,349023,300,12,4,25,1,0,0
0,130806,0,18,297571,620,0,5,25,3,0,1
0,127449,0,18,297571,620,0,5,25,3,0,1
0,152006,52,80,635011,605,5,1,0,2,0,0
0,148105,52,80,635011,605,5,1,0,2,0,0
1,26291,77,0,189603,208,3,15,100,4,0,0
1,25616,77,0,189603,208,3,15,100,4,0,0
1,59389,57,0,508580,272,4,12,25,4,0,1
1,57864,57,0,508580,272,4,12,25,4,0,1
0,66260,221,17,356210,367,22,5,0,1,4,0
0,64559,221,17,356210,367,22,5,0,1,4,0
1,43882,0,13,634407,222,1,5,0,4,1,1
1,42755,0,13,634407,222,1,5,0,4,1,1
1,32004,172,17,345865,209,10,6,100,1,0,1
1,31183,172,17,345865,209,10,6,100,1,0,1
1,46440,0,14,733404,177,0,1,0,0,4,1
1,45249,0,14,733404,177,0,1,0,0,4,1
1,94344,61,9,633917,313,5,6,0,4,1,0
1,91923,61,9,633917,313,5,6,0,4,1,0
1,158905,42,0,818402,811,3,14,100,2,0,1
1,154826,42,0,818402,811,3,14,100,2,0,1
1,152563,0,50,255668,452,1,2,0,3,3,0
1,148648,0,50,255668,452,1,2,0,3,3,0
0,68742,230,0,400220,367,21,13,0,0,0,0
0,66977,230,0,400220,367,21,13,0,0,0,0
0,151631,143,15,159190,210,14,5,0,1,0,0
0,147740,143,15,159190,210,14,5,0,1,0,0
0,72631,77,0,431387,252,4,13,25,4,1,1
0,70766,77,0,431387,252,4,13,25,4,1,1
0,29474,0,54,689832,179,0,1,100,1,0,1
0,28717,0,54,689832,179,0,1,100,1,0,1
1,34674,160,10,281917,836,20,5,100,4,0,0
1,33785,160,10,281917,836,20,5,100,4,0,0
0,75685,196,0,377806,334,23,13,0,3,1,0
0,73742,196,0,377806,334,23,13,0,3,1,0
0,139902,197,0,447988,536,15,14,0,1,4,1
0,136311,197,0,447988,536,15,14,0,1,4,1
1,65850,0,65,217260,300,0,1,100,2,3,0
1,64159,0,65,217260,300,0,1,100,2,3,0
0,47663,203,0,336991,524,13,9,100,1,1,0
0,46440,203,0,336991,524,13,9,100,1,1,0
1,134334,66,7,772966,604,5,5,100,1,0,0
1,130887,66,7,772966,604,5,5,100,1,0,0
1,155268,0,0,263545,750,0,12,25,1,0,0
1,151283,0,0,263545,750,0,12,25,1,0,0
0,61602,0,21,717808,281,3,13,100,1,1,1
0,60021,0,21,717808,281,3,13,100,1,1,1
1,150486,0,18,838296,551,3,5,0,4,3,1
1,146623,0,18,838296,551,3,5,0,4,3,1
0,155035,222,84,184998,298,20,5,100,0,3,0
0,151056,222,84,184998,298,20,5,100,0,3,0
1,26478,67,0,985388,203,4,11,0,4,1,1
1,25799,67,0,985388,203,4,11,0,4,1,1
1,140069,46,0,495040,588,4,11,0,0,3,1
1,136474,46,0,495040,588,4,11,0,0,3,1
0,23154,220,0,235779,224,11,1,50,3,3,0
0,22559,220,0,235779,224,11,1,50,3,3,0
0,21149,187,0,412984,246,12,11,0,1,0,0
0,20606,187,0,412984,246,12,11,0,1,0,0
0,45605,57,0,352991,140,4,13,0,3,4,1
0,44434,57,0,352991,140,4,13,0,3,4,1
1,135265,67,29,181693,880,5,1,0,4,3,1
1,131794,67,29,181693,880,5,1,0,4,3,1
0,80609,58,0,965337,324,1,13,100,0,1,1
0,78540,58,0,965337,324,1,13,100,0,1,1
0,138690,194,23,567195,714,10,5,100,0,1,1
0,135131,194,23,567195,714,10,5,100,0,1,1
0,150898,228,9,894730,727,18,14,0,1,1,0
0,147025,228,9,894730,727,18,14,0,1,1,0
1,70793,83,6,974360,390,4,4,100,0,0,1
1,68976,83,6,974360,390,4,4,100,0,0,1
1,81013,208,36,326431,392,16,2,0,4,4,0
1,78934,208,36,326431,392,16,2,0,4,4,0
1,27686,0,42,337906,217,1,1,25,3,0,0
1,26975,0,42,337906,217,1,1,25,3,0,0
1,56801,0,0,311432,351,0,15,25,3,1,1
1,55344,0,0,311432,351,0,15,25,3,1,1
0,91123,181,10,190331,294,25,4,50,4,0,1
0,88784,181,10,190331,294,25,4,50,4,0,1
0,142932,0,0,297866,605,1,14,100,4,0,1
0,139263,0,0,297866,605,1,14,100,4,0,1
1,28689,0,0,989420,181,1,12,25,1,2,1
1,27952,0,0,989420,181,1,12,25,1,2,1
0,127608,0,12,516824,798,0,6,0,1,0,1
0,124333,0,12,516824,798,0,6,0,1,0,1
1,68155,0,0,263801,255,4,15,25,4,0,0
1,66406,0,0,263801,255,4,15,25,4,0,0
1,156243,56,13,960400,203,4,6,100,4,3,1
1,152232,56,13,960400,203,4,6,100,4,3,1
0,62459,197,83,162134,291,4,2,25,1,4,0
0,60856,197,83,162134,291,4,2,25,1,4,0
1,44813,0,74,444967,192,0,1,100,4,4,1
1,43662,0,74,444967,192,0,1,100,4,4,1
1,145004,0,24,845980,888,1,4,0,0,0,1
1,141283,0,24,845980,888,1,4,0,0,0,1
0,21987,60,85,311947,180,3,2,0,4,4,1
0,21422,60,85,311947,180,3,2,0,4,4,1
0,105661,149,6,937734,843,11,2,25,1,0,0
0,102950,149,6,937734,843,11,2,25,1,0,0
0,70532,237,41,925370,338,10,2,100,3,1,0
0,68721,237,41,925370,338,10,2,100,3,1,0
1,117132,0,0,833983,481,1,12,100,1,4,0
1,114125,0,0,833983,481,1,12,100,1,4,0
1,140343,0,0,223091,570,0,13,50,1,0,1
1,136740,0,0,223091,570,0,13,50,1,0,1
1,156340,35,31,215414,524,1,2,100,1,1,0
1,152327,35,31,215414,524,1,2,100,1,1,0
1,107061,238,0,484746,628,14,15,25,3,4,0
1,104314,238,0,484746,628,14,15,25,3,4,0
1,97093,216,54,977696,327,27,2,50,4,3,1
1,94600,216,54,977696,327,27,2,50,4,3,1
1,107265,58,0,482812,421,3,12,0,0,0,0
1,104512,58,0,482812,421,3,12,0,0,0,0
1,146225,69,0,526956,452,4,14,25,1,0,1
1,142472,69,0,526956,452,4,14,25,1,0,1
0,51167,0,85,654655,297,1,2,0,0,0,1
0,49854,0,85,654655,297,1,2,0,0,0,1
0,158276,186,5,850991,875,26,4,25,1,1,0
0,154213,186,5,850991,875,26,4,25,1,1,0
1,81106,0,0,638083,283,1,10,0,4,1,1
1,79025,0,0,638083,283,1,10,0,4,1,1
1,122893,0,17,498851,687,0,4,0,1,0,1
1,119738,0,17,498851,687,0,4,0,1,0,1
0,64455,165,0,501172,395,10,10,0,1,0,0
0,62800,165,0,501172,395,10,10,0,1,0,0
1,84458,263,50,890581,368,11,8,50,3,0,1
1,82291,263,50,890581,368,11,8,50,3,0,1
1,85671,0,0,246256,279,1,12,75,4,0,1
1,83472,0,0,246256,279,1,12,75,4,0,1
0,124133,195,87,804330,202,23,2,0,1,0,0
0,120946,195,87,804330,202,23,2,0,1,0,0
1,96844,91,0,573883,273,4,8,25,4,1,0
1,94359,91,0,573883,273,4,8,25,4,1,0
1,23878,168,21,429492,182,17,4,0,0,4,0
1,23265,168,21,429492,182,17,4,0,0,4,0
0,27215,60,82,400440,176,5,1,100,4,4,1
0,26516,60,82,400440,176,5,1,100,4,4,1
1,52548,175,24,274886,340,26,4,0,1,4,1
1,51199,175,24,274886,340,26,4,0,1,4,1
0,154186,0,38,364819,889,4,2,50,4,0,1
0,150229,0,38,364819,889,4,2,50,4,0,1
1,84206,61,11,167314,829,4,6,0,4,0,0
1,82045,61,11,167314,829,4,6,0,4,0,0
1,154990,54,43,416868,647,4,2,0,4,1,0
1,151011,54,43,416868,647,4,2,0,4,1,0
0,83818,0,0,936369,315,1,8,25,4,0,1
0,81667,0,0,936369,315,1,8,25,4,0,1
1,75558,218,0,249263,352,13,15,0,4,0,0
1,73619,218,0,249263,352,13,15,0,4,0,0
1,41802,260,18,225621,394,24,5,0,1,0,1
1,40729,260,18,225621,394,24,5,0,1,0,1
1,25530,45,59,576847,168,0,2,0,4,1,0
1,24875,45,59,576847,168,0,2,0,4,1,0
0,133653,48,24,940044,539,3,4,25,2,0,0
0,130222,48,24,940044,539,3,4,25,2,0,0
0,29173,54,53,285365,159,4,2,25,0,3,0
0,28424,54,53,285365,159,4,2,25,0,3,0
0,51538,0,73,395493,772,1,2,0,1,0,0
0,50215,0,73,395493,772,1,2,0,1,0,0
1,74618,40,86,166408,342,4,2,100,0,0,0
1,72703,40,86,166408,342,4,2,100,0,0,0
1,149573,56,0,829675,457,3,15,100,4,0,1
1,145734,56,0,829675,457,3,15,100,4,0,1
1,57530,211,0,243948,286,29,6,0,4,1,0
1,56053,211,0,243948,286,29,6,0,4,1,0
1,54178,0,12,434476,361,0,4,0,0,1,1
1,52787,0,12,434476,361,0,4,0,0,1,1
0,57324,0,18,965193,294,0,4,0,1,0,1
0,55853,0,18,965193,294,0,4,0,1,0,1
1,117068,75,77,298235,546,4,1,100,1,0,0
1,114063,75,77,298235,546,4,1,100,1,0,0
1,49665,71,19,376678,168,4,4,100,4,3,0
1,48390,71,19,376678,168,4,4,100,4,3,0
0,118451,190,0,806005,602,12,10,50,1,3,0
0,115410,190,0,806005,602,12,10,50,1,3,0
0,52020,0,0,415738,383,0,10,25,4,0,1
0,50685,0,0,415738,383,0,10,25,4,0,1
0,78315,81,0,223791,270,4,13,100,0,1,0
0,76304,81,0,223791,270,4,13,100,0,1,0
0,79293,0,5,857738,650,1,4,50,1,3,1
0,77258,0,5,857738,650,1,4,50,1,3,1
1,31483,0,5,227013,190,1,4,50,1,1,1
1,30674,0,5,227013,190,1,4,50,1,1,1
0,31006,53,87,511326,211,3,1,100,0,0,1
0,30211,53,87,511326,211,3,1,100,0,0,1
1,153514,0,8,248549,600,13,6,0,4,3,1
1,149573,0,8,248549,600,13,6,0,4,3,1
0,68760,0,0,490671,355,1,15,0,4,0,0
0,66995,0,0,490671,355,1,15,0,4,0,0
0,151054,245,49,184421,862,12,2,0,1,0,0
0,147177,245,49,184421,862,12,2,0,1,0,0
0,28103,166,0,900626,187,16,15,100,3,0,1
0,27382,166,0,900626,187,16,15,100,3,0,1
0,154032,0,37,204019,610,1,2,0,2,0,0
0,150079,0,37,204019,610,1,2,0,2,0,0
1,151034,76,24,780789,382,4,6,0,1,0,0
1,147157,76,24,780789,382,4,6,0,1,0,0
0,36446,32,14,251760,279,4,5,0,1,0,0
0,35511,32,14,251760,279,4,5,0,1,0,0
1,80699,0,81,582366,746,20,2,0,0,3,0
1,78628,0,81,582366,746,20,2,0,0,3,0
0,143075,248,24,926887,239,14,6,0,1,3,0
0,139402,248,24,926887,239,14,6,0,1,3,0
0,39631,171,0,426781,164,22,15,75,0,0,0
0,38614,171,0,426781,164,22,15,75,0,0,0
0,29106,0,78,555642,205,0,2,50,1,1,1
0,28359,0,78,555642,205,0,2,50,1,1,1
0,59792,0,38,988921,282,1,2,0,1,1,1
0,58257,0,38,988921,282,1,2,0,1,1,1
0,162024,188,0,169027,569,12,11,25,3,1,0
0,157865,188,0,169027,569,12,11,25,3,1,0
0,155282,0,39,445730,674,0,1,0,4,2,0
0,151297,0,39,445730,674,0,1,0,4,2,0
0,139546,61,74,409455,698,3,4,100,1,4,0
0,135965,61,74,409455,698,3,4,100,1,4,0
1,135849,0,84,518783,769,0,1,100,0,0,0
1,132362,0,84,518783,769,0,1,100,0,0,0
0,66603,71,9,387248,262,5,6,0,1,1,0
0,64894,71,9,387248,262,5,6,0,1,1,0
0,140552,0,0,642414,777,0,8,0,1,0,0
0,136945,0,0,642414,777,0,8,0,1,0,0
0,52903,66,13,241866,356,3,5,0,4,1,1
0,51546,66,13,241866,356,3,5,0,4,1,1
0,84239,220,0,224624,368,24,15,25,1,1,1
0,82076,220,0,224624,368,24,15,25,1,1,1
1,22812,180,19,273800,212,28,4,0,0,0,0
1,22227,180,19,273800,212,28,4,0,0,0,0
1,104714,192,0,372522,794,1,8,50,4,0,0
1,102027,192,0,372522,794,1,8,50,4,0,0
0,20409,0,21,209006,168,1,6,50,0,0,1
0,19886,0,21,209006,168,1,6,50,0,0,1
0,22716,0,31,669478,164,1,2,100,1,1,0
0,22133,0,31,669478,164,1,2,100,1,1,0
1,58868,81,5,690498,190,5,4,0,4,3,1
1,57357,81,5,690498,190,5,4,0,4,3,1
0,146859,185,0,222000,835,28,9,0,1,3,1
0,143090,185,0,222000,835,28,9,0,1,3,1
1,86472,177,27,921515,364,18,1,0,1,1,1
1,84253,177,27,921515,364,18,1,0,1,1,1
1,90692,56,0,960428,387,3,5,0,1,0,1
1,88365,56,0,960428,387,3,5,0,1,0,1
1,20986,210,44,335272,143,10,2,25,0,3,0
1,20447,210,44,335272,143,10,2,25,0,3,0
1,68663,48,17,722228,315,1,5,0,1,1,1
1,66900,48,17,722228,315,1,5,0,1,1,1
1,161399,0,35,504928,435,0,2,0,1,1,0
1,157256,0,35,504928,435,0,2,0,1,1,0
1,99020,49,0,561637,389,3,14,25,4,0,0
1,96479,49,0,561637,389,3,14,25,4,0,0
1,30166,210,17,414102,142,16,5,25,4,1,0
1,29391,210,17,414102,142,16,5,25,4,1,0
0,82240,0,5,210986,348,1,6,100,4,1,1
0,80129,0,5,210986,348,1,6,100,4,1,1
0,46813,0,68,251789,238,0,1,100,0,3,1
0,45612,0,68,251789,238,0,1,100,0,3,1
1,105400,0,13,623148,663,1,2,25,1,1,1
1,102695,0,13,623148,663,1,2,25,1,1,1
0,138164,208,29,896295,485,13,8,25,0,3,0
0,134617,208,29,896295,485,13,8,25,0,3,0
0,80785,234,8,906853,330,21,1,25,4,3,1
0,78712,234,8,906853,330,21,1,25,4,3,1
1,80713,0,0,688615,364,0,11,0,0,3,0
1,78642,0,0,688615,364,0,11,0,0,3,0
1,22336,181,0,388353,338,22,1,0,0,1,0
1,21763,181,0,388353,338,22,1,0,0,1,0
1,161110,203,15,231822,460,20,6,100,4,3,0
1,156975,203,15,231822,460,20,6,100,4,3,0
1,88130,198,0,897284,384,22,9,75,4,1,1
1,85869,198,0,897284,384,22,9,75,4,1,1
0,126503,71,83,411019,734,1,2,75,0,1,1
0,123256,71,83,411019,734,1,2,75,0,1,1
1,144538,60,44,642604,593,4,2,100,4,2,1
1,140829,60,44,642604,593,4,2,100,4,2,1
1,65664,71,73,201548,385,5,2,25,3,3,1
1,63979,71,73,201548,385,5,2,25,3,3,1
0,139840,23,30,967867,154,4,1,100,1,0,0
0,136251,23,30,967867,154,4,1,100,1,0,0
1,35854,0,0,348099,198,1,12,0,4,4,1
1,34933,0,0,348099,198,1,12,0,4,4,1
1,31614,61,72,218582,187,5,1,50,4,3,0
1,30803,61,72,218582,187,5,1,50,4,3,0
1,25302,0,0,244733,239,1,9,75,4,4,0
1,24653,0,0,244733,239,1,9,75,4,4,0
1,91946,238,7,172224,318,0,4,75,4,2,0
1,89587,238,7,172224,318,0,4,75,4,2,0
0,47699,171,0,907536,234,27,5,50,0,0,1
0,46474,171,0,907536,234,27,5,50,0,0,1
0,127245,44,14,402417,634,4,6,0,1,1,0
0,123980,44,14,402417,634,4,6,0,1,1,0
0,132218,71,0,211856,474,4,9,0,1,2,1
0,128825,71,0,211856,474,4,9,0,1,2,1
1,41010,52,25,784527,554,3,1,25,4,0,1
1,39957,52,25,784527,554,3,1,25,4,0,1
1,129308,0,0,292249,549,4,9,0,1,4,0
1,125989,0,0,292249,549,4,9,0,1,4,0
1,151618,69,5,298950,771,3,4,0,1,1,0
1,147727,69,5,298950,771,3,4,0,1,1,0
0,51114,0,51,882187,326,29,2,100,1,3,1
0,49803,0,51,882187,326,29,2,100,1,3,1
1,48376,0,24,265648,243,1,13,100,1,0,1
1,47135,0,24,265648,243,1,13,100,1,0,1
0,142791,0,24,259957,867,1,5,25,3,3,0
0,139126,0,24,259957,867,1,5,25,3,3,0
0,112347,0,8,391969,725,0,6,25,1,4,1
0,109464,0,8,391969,725,0,6,25,1,4,1
1,104496,0,7,534214,216,1,5,75,4,2,1
1,101813,0,7,534214,216,1,5,75,4,2,1
0,21488,209,15,214764,132,25,4,0,3,0,0
0,20937,209,15,214764,132,25,4,0,3,0,0
0,99673,0,76,433208,326,0,1,100,4,0,0
0,97114,0,76,433208,326,0,1,100,4,0,0
1,31776,0,73,582638,240,0,1,25,4,0,1
1,30961,0,73,582638,240,0,1,25,4,0,1
1,26054,0,0,432532,236,0,9,100,4,1,1
1,25385,0,0,432532,236,0,9,100,4,1,1
0,34686,59,7,893972,198,5,15,0,4,1,1
0,33795,59,7,893972,198,5,15,0,4,1,1
0,98715,171,8,162734,364,26,6,100,4,0,0
0,96182,171,8,162734,364,26,6,100,4,0,0
1,82876,0,0,350968,365,1,11,0,0,3,1
1,80749,0,0,350968,365,1,11,0,0,3,1
1,34506,0,0,293416,262,0,9,75,2,3,0
1,33621,0,0,293416,262,0,9,75,2,3,0
0,31678,57,0,803455,178,4,12,100,3,0,1
0,30865,57,0,803455,178,4,12,100,3,0,1
0,120782,44,0,957885,457,5,6,50,0,1,0
0,117681,44,0,957885,457,5,6,50,0,1,0
1,69895,65,0,450265,275,4,9,100,0,2,1
1,68102,65,0,450265,275,4,9,100,0,2,1
1,72882,252,0,335926,299,12,8,0,4,4,0
1,71011,252,0,335926,299,12,8,0,4,4,0
0,35272,256,17,440620,201,15,6,0,1,1,0
0,34367,256,17,440620,201,15,6,0,1,1,0
1,90877,0,0,394683,357,0,10,0,4,0,0
1,88544,0,0,394683,357,0,10,0,4,0,0
1,51649,0,9,380524,322,1,4,0,4,1,1
1,50324,0,9,380524,322,1,4,0,4,1,1
1,24354,0,6,297977,248,1,5,25,1,0,1
1,23729,0,6,297977,248,1,5,25,1,0,1
1,30622,69,0,389891,226,3,6,0,1,1,0
1,29837,69,0,389891,226,3,6,0,1,1,0
1,30354,202,23,215237,213,12,6,0,4,3,0
1,29575,202,23,215237,213,12,6,0,4,3,0
0,73904,170,19,619449,324,1,4,100,4,1,0
0,72007,170,19,619449,324,1,4,100,4,1,0
0,117178,71,9,486721,568,4,6,25,0,0,1
0,114171,71,9,486721,568,4,6,25,0,0,1
0,137030,118,0,466720,847,21,9,0,1,1,0
0,133513,118,0,466720,847,21,9,0,1,1,0
1,133561,78,0,271426,750,4,13,75,3,1,1
1,130132,78,0,271426,750,4,13,75,3,1,1
0,144184,196,26,413666,809,20,1,75,4,0,0
0,140483,196,26,413666,809,20,1,75,4,0,0
0,48849,85,0,381847,226,4,13,0,1,0,1
0,47596,85,0,381847,226,4,13,0,1,0,1
1,34106,0,36,548339,185,0,2,25,1,0,0
1,33231,0,36,548339,185,0,2,25,1,0,0
0,154950,225,9,265874,683,25,4,100,1,3,0
0,150973,225,9,265874,683,25,4,100,1,3,0
1,28687,63,28,746749,167,5,1,75,1,3,1
1,27950,63,28,746749,167,5,1,75,1,3,1
0,154671,45,61,297507,758,3,2,50,4,4,1
0,150702,45,61,297507,758,3,2,50,4,4,1
1,54386,0,0,224646,258,1,1,75,4,0,1
1,52991,0,0,224646,258,1,1,75,4,0,1
1,106087,164,0,264178,473,24,12,0,4,1,0
1,103364,164,0,264178,473,24,12,0,4,1,0
0,32781,183,48,225542,161,27,2,25,1,0,0
0,31940,183,48,225542,161,27,2,25,1,0,0
0,33491,0,32,965133,176,0,4,50,4,4,1
0,32632,0,32,965133,176,0,4,50,4,4,1
0,140868,0,0,862167,627,1,15,100,0,3,1
0,137253,0,0,862167,627,1,15,100,0,3,1
1,118669,0,0,568598,835,1,14,0,4,1,1
1,115624,0,0,568598,835,1,14,0,4,1,1
0,36712,193,0,234968,145,29,9,0,1,3,1
0,35769,193,0,234968,145,29,9,0,1,3,1
1,124777,220,0,172466,819,17,14,50,4,1,0
1,121574,220,0,172466,819,17,14,50,4,1,0
0,125733,197,0,159920,685,0,14,50,1,3,0
0,122506,197,0,159920,685,0,14,50,1,3,0
0,129852,222,0,223717,230,22,15,50,3,0,0
0,126519,222,0,223717,230,22,15,50,3,0,0
0,54371,176,60,244840,370,25,1,50,1,1,0
0,52976,176,60,244840,370,25,1,50,1,1,0
1,88009,49,6,314563,381,5,5,100,4,1,0
1,85750,49,6,314563,381,5,5,100,4,1,0
0,65340,49,56,507673,259,3,1,25,4,0,1
0,63663,49,56,507673,259,3,1,25,4,0,1
1,45200,210,49,376318,164,16,2,0,4,1,0
1,44039,210,49,376318,164,16,2,0,4,1,0
1,142101,0,63,721300,772,1,2,100,0,4,0
1,138454,0,63,721300,772,1,2,100,0,4,0
0,119002,0,0,238743,596,0,15,50,0,1,0
0,115947,0,0,238743,596,0,15,50,0,1,0
0,27612,50,0,293462,222,3,10,0,0,3,0
0,26903,50,0,293462,222,3,10,0,0,3,0
0,29322,45,0,162934,139,3,4,25,1,0,0
0,28569,45,0,162934,139,3,4,25,1,0,0
0,129607,0,0,890974,720,0,8,0,1,4,0
0,126280,0,0,890974,720,0,8,0,1,4,0
0,161337,55,24,169270,688,4,5,100,0,0,0
0,157196,55,24,169270,688,4,5,100,0,0,0
1,56770,0,0,269814,159,1,14,0,1,4,0
1,55313,0,0,269814,159,1,14,0,1,4,0
0,127892,80,0,825825,705,3,2,25,1,2,0
0,124609,80,0,825825,705,3,2,25,1,2,0
0,39096,0,13,633214,203,0,6,100,3,0,1
0,38093,0,13,633214,203,0,6,100,3,0,1
0,115134,175,0,254082,638,24,8,0,1,0,0
0,112179,175,0,254082,638,24,8,0,1,0,0
0,94805,0,0,577881,303,1,11,0,1,3,0
0,92372,0,0,577881,303,1,11,0,1,3,0
0,118629,214,58,469480,194,13,2,0,3,1,0
0,115584,214,58,469480,194,13,2,0,3,1,0
0,70720,0,88,569268,372,0,2,25,4,4,0
0,68905,0,88,569268,372,0,2,25,4,4,0
1,96378,225,43,179888,375,11,2,0,1,2,0
1,93905,225,43,179888,375,11,2,0,1,2,0
1,48038,154,36,588870,215,12,2,75,4,2,0
1,46805,154,36,588870,215,12,2,75,4,2,0
0,99581,54,75,713311,304,3,1,75,4,0,1
0,97026,54,75,713311,304,3,1,75,4,0,1
0,157049,0,75,787290,654,1,1,25,0,3,0
0,153018,0,75,787290,654,1,1,25,0,3,0
0,78883,0,39,172405,839,0,1,0,1,2,1
0,76858,0,39,172405,839,0,1,0,1,2,1
1,149113,50,44,281384,860,4,1,100,1,1,0
1,145286,50,44,281384,860,4,1,100,1,1,0
0,102229,79,0,430117,423,3,14,0,0,1,1
0,99606,79,0,430117,423,3,14,0,0,1,1
0,38085,55,30,652159,171,3,1,0,3,0,1
0,37108,55,30,652159,171,3,1,0,3,0,1
1,135379,182,66,205531,548,27,1,0,1,3,0
1,131904,182,66,205531,548,27,1,0,1,3,0
1,42007,0,9,190231,146,0,5,100,0,1,1
1,40928,0,9,190231,146,0,5,100,0,1,1
0,41099,0,50,712379,208,0,1,50,1,1,1
0,40044,0,50,712379,208,0,1,50,1,1,1
1,32821,59,80,201831,188,5,1,75,1,3,1
1,31978,59,80,201831,188,5,1,75,1,3,1
1,123090,50,75,319428,737,4,4,100,1,1,1
1,119931,50,75,319428,737,4,4,100,1,1,1
1,52098,157,7,538584,277,22,4,100,3,0,0
1,50761,157,7,538584,277,22,4,100,3,0,0
1,137535,91,0,536725,699,4,13,0,0,2,1
1,134004,91,0,536725,699,4,13,0,0,2,1
0,69993,202,21,705878,268,28,5,25,1,3,1
0,68196,202,21,705878,268,28,5,25,1,3,1
0,80113,54,0,181707,343,5,11,25,1,1,1
0,78056,54,0,181707,343,5,11,25,1,1,1
1,154724,154,24,182108,495,26,6,100,3,2,0
1,150753,154,24,182108,495,26,6,100,3,2,0
1,107264,0,9,247585,699,1,5,0,4,0,1
1,104511,0,9,247585,699,1,5,0,4,0,1
1,85649,48,16,891128,363,5,4,75,3,0,1
1,83450,48,16,891128,363,5,4,75,3,0,1
1,150156,210,0,150002,570,13,11,100,2,3,0
1,146303,210,0,150002,570,13,11,100,2,3,0
0,123725,233,17,303376,364,25,6,0,0,0,0
0,120550,233,17,303376,364,25,6,0,0,0,0
1,152671,37,25,538755,737,5,1,0,1,0,0
1,148752,37,25,538755,737,5,1,0,1,0,0
0,87364,0,64,984516,352,1,2,100,1,0,1
0,85121,0,64,984516,352,1,2,100,1,0,1
1,103471,66,0,420163,470,3,11,75,1,2,1
1,100816,66,0,420163,470,3,11,75,1,2,1
0,27141,192,42,416369,157,21,2,100,3,4,0
0,26444,192,42,416369,157,21,2,100,3,4,0
1,45718,42,0,307647,430,5,10,0,1,1,0
1,44545,42,0,307647,430,5,10,0,1,1,0
0,77213,70,43,892077,390,27,5,0,3,4,1
0,75232,70,43,892077,390,27,5,0,3,4,1
1,143252,180,86,690394,488,27,2,25,3,1,1
1,139575,180,86,690394,488,27,2,25,3,1,1
1,147342,0,21,527867,572,0,4,0,2,1,1
1,143561,0,21,527867,572,0,4,0,2,1,1
0,115608,0,0,391040,411,0,9,0,1,1,1
0,112641,0,0,391040,411,0,9,0,1,1,1
1,29778,0,88,202062,190,1,1,0,4,4,1
1,29013,0,88,202062,190,1,1,0,4,4,1
1,48777,192,0,730137,180,21,14,100,1,0,1
1,47526,192,0,730137,180,21,14,100,1,0,1
1,25902,57,15,846008,225,5,4,0,4,3,1
1,25237,57,15,846008,225,5,4,0,4,3,1
0,55059,184,0,156317,292,13,1,0,0,0,0
0,53646,184,0,156317,292,13,1,0,0,0,0
1,43575,117,0,769802,170,21,15,50,1,0,1
1,42456,117,0,769802,170,21,15,50,1,0,1
0,82220,184,0,244750,329,24,2,100,1,0,1
0,80109,184,0,244750,329,24,2,100,1,0,1
1,99927,207,0,476639,411,22,10,0,0,3,0
1,97362,207,0,476639,411,22,10,0,0,3,0
1,21469,0,75,660361,165,1,1,50,1,4,1
1,20918,0,75,660361,165,1,1,50,1,4,1
1,116838,0,23,730166,429,1,6,50,1,1,1
1,113839,0,23,730166,429,1,6,50,1,1,1
0,104863,0,51,787029,567,1,6,25,0,0,0
0,102172,0,51,787029,567,1,6,25,0,0,0
0,38570,266,16,237941,216,14,4,0,1,4,0
0,37581,266,16,237941,216,14,4,0,1,4,0
0,108666,161,5,508211,852,16,5,0,1,4,0
0,105877,161,5,508211,852,16,5,0,1,4,0
0,38907,211,0,251410,181,0,11,100,1,0,0
0,37908,211,0,251410,181,0,11,100,1,0,0
1,140118,0,9,210539,449,1,4,0,1,4,1
1,136521,0,9,210539,449,1,4,0,1,4,1
1,54227,0,46,439066,398,0,2,100,4,1,0
1,52836,0,46,439066,398,0,2,100,4,1,0
0,24754,0,11,727772,163,0,5,50,0,1,1
0,24119,0,11,727772,163,0,5,50,0,1,1
0,56505,57,0,489073,735,5,15,75,3,4,0
0,55054,57,0,489073,735,5,15,75,3,4,0
1,95975,186,0,426864,291,23,9,50,0,0,0
